begin_date,type,paperless_billing,pay_mentmethod,monthly_charges,total_charges,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
2015-06-01,Two year,Yes,Mailed check,24.8,1424.2,0,No,Yes,,,,,
2014-06-01,Two year,Yes,Bank transfer (automatic),109.05,7508.55,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
2013-10-01,Two year,Yes,Bank transfer (automatic),104.15,7689.95,1,Yes,No,Fiber optic,No,Yes,Yes,No
2019-05-01,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
2016-12-01,One year,Yes,Electronic check,104.85,3887.25,0,No,No,Fiber optic,Yes,Yes,No,No
2019-08-01,Month-to-month,Yes,Credit card (automatic),44.6,80.55,0,Yes,No,DSL,No,No,No,No
2018-06-01,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,1,Yes,No,Fiber optic,No,No,No,No
2016-05-01,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,1,No,No,Fiber optic,No,No,No,No
2015-11-01,Month-to-month,No,Electronic check,103.7,5071.05,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
2018-02-01,Two year,Yes,Bank transfer (automatic),19.55,470.2,0,No,No,,,,,
2018-08-01,Month-to-month,No,Mailed check,56.25,969.85,0,No,No,DSL,Yes,No,No,No
2016-11-01,Month-to-month,No,Credit card (automatic),51.05,2066.0,0,Yes,Yes,DSL,Yes,No,No,No
2017-02-01,One year,Yes,Mailed check,75.55,2680.15,0,No,No,DSL,Yes,Yes,Yes,Yes
2019-05-01,Month-to-month,Yes,Electronic check,78.75,412.1,0,Yes,No,Fiber optic,No,Yes,No,No
2017-06-01,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,0,Yes,Yes,DSL,No,Yes,Yes,No
2016-04-01,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,No,No,Fiber optic,No,No,Yes,No
2018-09-01,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,0,Yes,No,DSL,No,Yes,No,No
2014-02-01,Two year,Yes,Credit card (automatic),104.9,7732.65,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2014-02-01,Two year,Yes,Credit card (automatic),25.1,1790.8,0,Yes,Yes,,,,,
2019-02-01,Month-to-month,Yes,Electronic check,45.55,402.6,0,No,No,DSL,No,No,No,No
2014-02-01,Two year,Yes,Bank transfer (automatic),76.8,5468.45,0,Yes,Yes,DSL,No,No,Yes,No
2014-12-01,Two year,Yes,Credit card (automatic),72.0,4284.2,0,Yes,No,DSL,Yes,Yes,Yes,No
2018-11-01,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,0,Yes,No,Fiber optic,No,Yes,No,No
2016-02-01,One year,Yes,Bank transfer (automatic),60.6,2985.25,0,Yes,No,DSL,Yes,No,No,Yes
2015-05-01,Month-to-month,No,Electronic check,55.7,3171.6,0,Yes,No,DSL,Yes,No,No,Yes
2018-05-01,Month-to-month,Yes,Electronic check,39.65,733.35,0,No,No,DSL,No,No,Yes,No
2015-05-01,Month-to-month,Yes,Electronic check,53.75,3196.0,0,No,No,DSL,Yes,No,Yes,No
2014-09-01,Two year,Yes,Bank transfer (automatic),25.1,1725.0,0,No,No,,,,,
2014-02-01,Two year,No,Credit card (automatic),25.45,1866.45,0,No,No,,,,,
2015-05-01,Month-to-month,Yes,Electronic check,103.05,5925.75,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
2014-02-01,Two year,No,Bank transfer (automatic),85.95,6151.9,0,Yes,No,DSL,No,Yes,Yes,Yes
2014-12-01,One year,No,Bank transfer (automatic),24.8,1476.25,0,Yes,Yes,,,,,
2017-03-01,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,0,No,No,Fiber optic,No,No,No,No
2016-03-01,One year,Yes,Credit card (automatic),95.2,4563.0,0,Yes,No,Fiber optic,No,No,No,No
2019-12-01,Month-to-month,No,Mailed check,20.05,42.7,0,No,No,,,,,
2017-09-01,Month-to-month,Yes,Electronic check,84.9,2516.2,0,No,No,Fiber optic,No,No,No,No
2016-10-01,Two year,No,Bank transfer (automatic),20.15,777.35,0,Yes,Yes,,,,,
2019-10-01,Month-to-month,No,Electronic check,75.8,75.8,0,No,No,Fiber optic,No,Yes,No,No
2016-12-01,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,Yes,Yes,Fiber optic,No,No,Yes,No
2019-04-01,One year,Yes,Mailed check,19.8,198.25,0,No,No,,,,,
2014-02-01,Two year,No,Bank transfer (automatic),86.6,6350.5,0,No,No,DSL,No,Yes,Yes,Yes
2019-11-01,Month-to-month,No,Mailed check,70.9,70.9,0,No,No,Fiber optic,No,No,No,No
2019-09-01,Month-to-month,Yes,Mailed check,49.9,130.1,0,No,No,DSL,No,Yes,No,No
2018-06-01,One year,Yes,Mailed check,19.7,415.9,0,No,No,,,,,
2015-08-01,Month-to-month,Yes,Mailed check,69.9,3883.3,0,No,No,DSL,Yes,Yes,No,Yes
2015-06-01,One year,Yes,Electronic check,98.0,5270.6,0,Yes,No,Fiber optic,Yes,No,No,No
2014-07-01,Two year,Yes,Electronic check,111.05,7321.05,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
2019-09-01,Month-to-month,No,Mailed check,19.95,109.6,0,No,No,,,,,
2015-07-01,Month-to-month,Yes,Electronic check,116.5,6382.55,1,No,No,Fiber optic,Yes,Yes,Yes,Yes
2015-12-01,Month-to-month,Yes,Electronic check,99.35,4749.15,0,Yes,Yes,Fiber optic,No,Yes,No,No
2016-10-01,One year,Yes,Credit card (automatic),105.95,4335.2,0,No,No,Fiber optic,No,No,Yes,Yes
2019-06-01,One year,No,Credit card (automatic),19.9,153.95,0,Yes,Yes,,,,,
2014-04-01,Two year,No,Bank transfer (automatic),79.7,5743.3,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2018-11-01,Month-to-month,Yes,Electronic check,25.25,394.85,0,Yes,Yes,,,,,
2019-02-01,One year,Yes,Electronic check,41.6,470.6,0,No,No,DSL,No,No,Yes,No
2019-04-01,Two year,No,Mailed check,20.15,220.8,0,Yes,Yes,,,,,
2020-01-01,Month-to-month,No,Mailed check,20.35,20.35,0,No,No,,,,,
2019-07-01,Month-to-month,Yes,Mailed check,44.25,313.45,0,Yes,No,DSL,No,No,No,No
2019-10-01,Month-to-month,Yes,Electronic check,30.9,59.05,0,No,No,DSL,No,No,No,Yes
2016-04-01,One year,Yes,Electronic check,94.65,4312.5,0,Yes,No,Fiber optic,No,Yes,Yes,No
2018-05-01,Month-to-month,No,Mailed check,20.75,452.2,0,No,Yes,,,,,
2018-08-01,Month-to-month,Yes,Electronic check,74.3,1096.25,1,No,No,Fiber optic,No,No,No,No
2016-04-01,One year,Yes,Electronic check,20.4,930.45,0,No,No,,,,,
2018-10-01,Month-to-month,No,Mailed check,19.6,314.45,0,Yes,No,,,,,
2019-02-01,Month-to-month,Yes,Electronic check,74.55,622.9,1,No,No,Fiber optic,No,No,No,No
2020-01-01,Month-to-month,No,Mailed check,55.55,55.55,0,No,No,DSL,No,No,No,No
2017-09-01,Two year,No,Mailed check,19.4,554.25,0,No,No,,,,,
2020-01-01,Month-to-month,No,Electronic check,44.0,44.0,1,No,No,DSL,No,No,No,No
2019-01-01,Month-to-month,No,Credit card (automatic),66.4,831.75,0,No,Yes,DSL,No,No,No,No
2014-03-01,Two year,No,Credit card (automatic),19.1,1372.45,0,Yes,No,,,,,
2018-01-01,One year,Yes,Mailed check,55.1,1466.1,0,Yes,Yes,DSL,No,No,No,Yes
2019-08-01,Month-to-month,No,Bank transfer (automatic),62.05,118.3,0,No,No,DSL,No,No,No,No
2017-04-01,Month-to-month,Yes,Electronic check,100.45,3414.65,0,Yes,No,Fiber optic,No,No,Yes,No
2014-06-01,One year,Yes,Electronic check,54.4,3723.65,0,Yes,No,DSL,Yes,No,Yes,No
2018-05-01,Month-to-month,Yes,Electronic check,73.7,1558.7,0,No,No,Fiber optic,No,No,No,No
2017-01-01,Month-to-month,Yes,Electronic check,86.45,3029.1,0,No,No,Fiber optic,No,No,No,No
2015-08-01,Two year,No,Bank transfer (automatic),87.1,4735.2,0,No,No,DSL,Yes,No,Yes,Yes
2019-04-01,Month-to-month,Yes,Mailed check,20.9,247.0,0,No,No,,,,,
2019-11-01,Month-to-month,No,Mailed check,19.85,57.2,0,No,No,,,,,
2016-01-01,Month-to-month,No,Electronic check,99.4,5025.0,0,Yes,No,Fiber optic,No,Yes,Yes,No
2019-05-01,Month-to-month,Yes,Mailed check,24.6,190.1,0,No,No,DSL,No,No,No,No
2015-10-01,Two year,No,Credit card (automatic),63.9,3334.95,0,No,No,DSL,Yes,Yes,Yes,Yes
2016-04-01,Two year,No,Bank transfer (automatic),20.25,890.35,0,Yes,Yes,,,,,
2014-08-01,One year,Yes,Electronic check,108.45,7076.35,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2016-12-01,One year,Yes,Electronic check,110.7,4428.6,0,Yes,No,Fiber optic,Yes,No,Yes,Yes
2019-11-01,Month-to-month,Yes,Mailed check,74.75,238.1,0,No,No,Fiber optic,No,No,Yes,No
2016-10-01,Month-to-month,No,Mailed check,65.1,2586.0,0,No,No,DSL,Yes,Yes,No,No
2015-07-01,One year,No,Mailed check,100.9,5448.6,0,Yes,Yes,Fiber optic,Yes,No,No,No
2016-11-01,One year,Yes,Mailed check,24.2,914.6,0,Yes,Yes,,,,,
2018-02-01,Month-to-month,No,Mailed check,66.3,1559.45,0,Yes,No,DSL,Yes,Yes,Yes,No
2018-08-01,Month-to-month,No,Credit card (automatic),101.3,1794.65,0,No,No,Fiber optic,No,Yes,Yes,No
2017-12-01,Month-to-month,Yes,Electronic check,78.8,2006.1,1,No,No,Fiber optic,No,No,No,No
2017-05-01,Month-to-month,Yes,Electronic check,91.15,2995.45,0,Yes,Yes,Fiber optic,No,Yes,No,No
2019-10-01,Month-to-month,Yes,Electronic check,75.8,246.3,0,No,No,Fiber optic,No,No,No,No
2018-09-01,Month-to-month,Yes,Credit card (automatic),35.65,646.05,0,Yes,No,DSL,No,Yes,Yes,No
2014-05-01,Two year,Yes,Mailed check,19.1,1268.85,0,No,No,,,,,
2017-08-01,Two year,No,Mailed check,19.3,602.9,0,Yes,Yes,,,,,
2017-12-01,Month-to-month,Yes,Electronic check,101.25,2440.15,1,No,No,Fiber optic,No,Yes,No,No
2019-10-01,Month-to-month,No,Credit card (automatic),55.5,227.35,0,No,No,DSL,No,No,No,No
2019-06-01,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,0,No,No,DSL,Yes,Yes,Yes,No
2019-04-01,Month-to-month,Yes,Mailed check,75.75,777.3,0,No,No,Fiber optic,No,No,No,No
2018-12-01,Two year,No,Mailed check,18.8,255.55,0,Yes,Yes,,,,,
2014-02-01,Two year,Yes,Mailed check,20.8,1521.2,0,No,No,,,,,
2018-05-01,Two year,Yes,Credit card (automatic),20.85,435.25,0,No,No,,,,,
2014-11-01,Two year,No,Credit card (automatic),108.5,6991.9,1,Yes,No,Fiber optic,Yes,Yes,Yes,No
2018-04-01,One year,No,Mailed check,20.15,419.9,0,Yes,Yes,,,,,
2015-06-01,Month-to-month,Yes,Electronic check,98.7,5669.5,0,Yes,No,Fiber optic,No,No,Yes,Yes
2016-06-01,Month-to-month,Yes,Mailed check,61.9,2924.05,0,Yes,Yes,DSL,No,Yes,Yes,Yes
2015-09-01,One year,Yes,Electronic check,91.15,4862.5,0,Yes,No,Fiber optic,No,No,No,Yes
2019-12-01,Month-to-month,Yes,Credit card (automatic),71.3,157.75,0,No,No,Fiber optic,No,No,No,No
2014-03-01,Two year,No,Credit card (automatic),85.75,6223.8,0,Yes,No,DSL,Yes,Yes,Yes,Yes
2019-12-01,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,0,No,No,,,,,
2014-04-01,Two year,Yes,Bank transfer (automatic),44.6,3058.15,0,No,No,DSL,Yes,Yes,Yes,Yes
2015-10-01,One year,Yes,Mailed check,80.2,4297.6,0,No,No,Fiber optic,No,Yes,No,No
2016-12-01,One year,No,Bank transfer (automatic),95.0,3605.6,0,No,No,Fiber optic,No,No,Yes,Yes
2019-08-01,Month-to-month,No,Mailed check,55.15,322.9,0,No,No,DSL,Yes,Yes,No,No
2019-09-01,Month-to-month,Yes,Electronic check,76.05,318.9,0,No,No,Fiber optic,No,No,No,No
2019-08-01,Month-to-month,Yes,Mailed check,94.05,518.75,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2015-02-01,One year,Yes,Electronic check,71.75,4374.55,1,No,No,DSL,Yes,Yes,No,No
2019-12-01,Month-to-month,Yes,Mailed check,64.2,143.65,0,Yes,No,DSL,No,Yes,No,Yes
2015-10-01,One year,No,Bank transfer (automatic),44.25,2276.1,0,Yes,Yes,DSL,Yes,No,Yes,No
2018-12-01,Month-to-month,Yes,Mailed check,75.0,999.45,0,No,No,Fiber optic,No,No,No,No
2017-03-01,One year,No,Bank transfer (automatic),20.05,746.75,0,Yes,Yes,,,,,
2014-07-01,Two year,No,Bank transfer (automatic),24.65,1620.45,0,Yes,Yes,,,,,
2016-03-01,Two year,No,Mailed check,74.05,3496.3,0,No,No,DSL,Yes,Yes,No,Yes
2014-06-01,Month-to-month,Yes,Electronic check,107.7,7320.9,0,Yes,No,Fiber optic,Yes,Yes,No,Yes
2017-06-01,Two year,No,Mailed check,18.95,613.95,0,Yes,Yes,,,,,
2014-07-01,Two year,No,Mailed check,65.65,4322.85,0,Yes,No,DSL,Yes,Yes,Yes,No
2017-02-01,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,0,Yes,No,Fiber optic,No,No,No,No
2017-07-01,Month-to-month,No,Electronic check,89.3,2823.0,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
2015-10-01,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,0,No,No,DSL,Yes,No,No,No
2014-06-01,Two year,Yes,Mailed check,56.4,3948.45,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2016-06-01,One year,Yes,Electronic check,42.35,1716.45,0,Yes,No,DSL,Yes,Yes,Yes,No
2019-12-01,Month-to-month,No,Electronic check,45.55,84.4,0,No,No,DSL,No,No,No,No
2017-03-01,Month-to-month,Yes,Electronic check,85.0,2642.05,1,Yes,No,Fiber optic,No,No,No,No
2020-01-01,Month-to-month,No,Mailed check,19.1,19.1,0,No,No,,,,,
2014-03-01,Two year,No,Bank transfer (automatic),80.6,5708.2,0,No,No,DSL,Yes,Yes,Yes,Yes
2014-07-01,Two year,No,Bank transfer (automatic),102.9,6989.7,1,Yes,No,Fiber optic,No,Yes,No,Yes
2018-12-01,Month-to-month,No,Electronic check,95.2,930.4,0,No,Yes,Fiber optic,No,No,No,No
2015-08-01,Month-to-month,Yes,Electronic check,84.2,4146.05,1,Yes,Yes,Fiber optic,No,Yes,Yes,No
2017-05-01,One year,No,Bank transfer (automatic),80.1,2603.3,0,No,No,Fiber optic,Yes,No,No,No
2018-06-01,Month-to-month,No,Mailed check,20.05,406.05,0,Yes,Yes,,,,,
2016-12-01,Month-to-month,Yes,Electronic check,99.15,3615.6,0,No,No,Fiber optic,No,Yes,No,No
2019-03-01,Month-to-month,Yes,Electronic check,64.9,716.1,0,No,No,DSL,No,No,No,No
2019-01-01,One year,No,Mailed check,19.45,270.2,0,No,No,,,,,
2018-02-01,One year,No,Electronic check,78.4,1832.4,0,Yes,Yes,DSL,Yes,Yes,No,No
2019-02-01,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,0,No,No,DSL,No,Yes,No,No
2016-07-01,Two year,Yes,Bank transfer (automatic),19.65,779.25,0,No,No,,,,,
2014-09-01,Two year,No,Credit card (automatic),26.0,1654.85,0,Yes,Yes,,,,,
2017-04-01,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,0,Yes,No,DSL,No,No,No,Yes
2017-08-01,Month-to-month,Yes,Bank transfer (automatic),83.55,2570.2,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
2017-11-01,Month-to-month,Yes,Electronic check,83.75,2070.6,0,Yes,Yes,Fiber optic,No,No,No,No
2018-12-01,Month-to-month,Yes,Electronic check,99.55,1131.2,1,Yes,No,Fiber optic,No,No,Yes,No
2015-02-01,Two year,No,Bank transfer (automatic),19.85,1128.1,0,No,No,,,,,
2014-06-01,Two year,No,Mailed check,118.6,7990.05,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
2018-09-01,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,1,No,No,Fiber optic,No,Yes,No,No
2019-05-01,Month-to-month,Yes,Electronic check,85.35,489.45,0,No,No,Fiber optic,No,Yes,No,No
2016-09-01,Month-to-month,Yes,Electronic check,94.55,3851.45,1,Yes,No,Fiber optic,No,Yes,No,No
2019-12-01,Month-to-month,Yes,Electronic check,74.75,144.8,0,No,No,Fiber optic,No,Yes,No,No
2019-11-01,Month-to-month,Yes,Electronic check,69.85,199.85,0,No,No,Fiber optic,No,No,No,No
2014-03-01,One year,Yes,Electronic check,66.2,4692.55,0,Yes,Yes,DSL,Yes,No,No,No
2019-08-01,Month-to-month,No,Bank transfer (automatic),96.5,492.55,0,No,No,Fiber optic,No,No,Yes,No
2019-04-01,Month-to-month,Yes,Mailed check,24.4,253.9,0,Yes,Yes,,,,,
2019-10-01,Two year,No,Mailed check,19.9,76.65,0,Yes,Yes,,,,,
2019-06-01,Two year,Yes,Mailed check,44.55,343.45,0,No,Yes,DSL,Yes,No,No,Yes
2014-02-01,Two year,Yes,Electronic check,118.2,8547.15,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
2019-03-01,Month-to-month,Yes,Electronic check,94.85,953.45,0,No,No,Fiber optic,No,Yes,Yes,No
2019-08-01,Month-to-month,Yes,Electronic check,79.6,195.05,1,No,No,Fiber optic,No,No,No,No
2019-12-01,Month-to-month,Yes,Electronic check,91.45,171.45,0,Yes,No,Fiber optic,No,No,Yes,No
2019-08-01,Month-to-month,Yes,Electronic check,74.9,321.75,1,No,No,Fiber optic,No,No,No,No
2016-09-01,One year,Yes,Credit card (automatic),74.7,3187.65,0,Yes,Yes,DSL,Yes,No,No,Yes
2017-07-01,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,1,No,No,Fiber optic,Yes,No,No,No
2016-05-01,One year,Yes,Bank transfer (automatic),102.15,4735.35,1,No,No,Fiber optic,No,No,Yes,No
2017-11-01,Month-to-month,Yes,Electronic check,99.25,2186.4,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
2016-08-01,One year,No,Credit card (automatic),80.45,3375.9,0,Yes,No,DSL,Yes,No,No,Yes
2019-05-01,One year,No,Mailed check,20.25,172.35,0,Yes,Yes,,,,,
2019-06-01,Month-to-month,Yes,Electronic check,45.45,411.75,0,Yes,Yes,DSL,No,No,No,No
2014-08-01,One year,Yes,Credit card (automatic),49.4,3251.85,0,Yes,Yes,DSL,No,No,No,Yes
2018-09-01,Month-to-month,Yes,Electronic check,87.25,1258.6,0,Yes,Yes,Fiber optic,No,No,Yes,No
2016-03-01,One year,Yes,Bank transfer (automatic),84.95,4018.05,1,Yes,Yes,Fiber optic,No,Yes,No,No
2017-06-01,One year,Yes,Bank transfer (automatic),64.85,2010.95,0,No,No,DSL,No,No,No,No
2019-05-01,Month-to-month,Yes,Credit card (automatic),69.05,653.95,0,Yes,No,DSL,No,Yes,Yes,No
2014-10-01,One year,No,Electronic check,113.35,7222.75,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2015-09-01,Two year,No,Credit card (automatic),19.85,1049.6,0,No,No,,,,,
2016-12-01,Month-to-month,No,Electronic check,69.95,2657.55,0,No,No,DSL,Yes,Yes,Yes,Yes
2015-12-01,One year,No,Bank transfer (automatic),75.7,3876.2,0,Yes,No,DSL,No,No,Yes,No
2016-01-01,One year,No,Mailed check,34.7,1604.5,0,Yes,No,DSL,No,Yes,Yes,No
2014-02-01,One year,No,Credit card (automatic),109.15,7789.6,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
2017-09-01,Month-to-month,Yes,Mailed check,35.65,1025.15,1,Yes,Yes,DSL,No,Yes,Yes,No
2018-01-01,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,1,No,No,DSL,No,No,Yes,No
2014-07-01,Month-to-month,Yes,Electronic check,105.5,6985.65,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
2019-11-01,Month-to-month,Yes,Electronic check,81.1,81.1,0,No,No,Fiber optic,No,No,No,No
2014-03-01,Two year,No,Electronic check,83.2,6126.1,0,Yes,No,DSL,Yes,No,Yes,Yes
2017-04-01,One year,Yes,Electronic check,95.8,3036.75,0,Yes,No,Fiber optic,No,No,Yes,No
2014-11-01,Month-to-month,No,Credit card (automatic),108.25,6780.1,0,No,No,Fiber optic,Yes,Yes,Yes,No
2014-02-01,Two year,Yes,Credit card (automatic),110.9,8240.85,0,Yes,No,Fiber optic,Yes,No,Yes,Yes
2018-10-01,Month-to-month,No,Mailed check,20.0,275.7,0,No,No,,,,,
2019-12-01,Month-to-month,No,Electronic check,90.35,190.5,0,Yes,No,Fiber optic,Yes,Yes,No,No
2015-01-01,One year,Yes,Mailed check,98.3,6066.55,1,Yes,No,Fiber optic,No,Yes,Yes,Yes
2017-02-01,Month-to-month,No,Bank transfer (automatic),19.2,702.9,0,Yes,Yes,,,,,
2015-11-01,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,0,No,No,Fiber optic,No,Yes,No,No
2014-06-01,Two year,No,Bank transfer (automatic),82.85,5776.45,0,Yes,Yes,DSL,Yes,Yes,No,Yes
2020-01-01,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,0,Yes,Yes,,,,,
2018-02-01,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,0,No,No,Fiber optic,No,Yes,Yes,No
2017-03-01,Month-to-month,Yes,Electronic check,62.1,2096.1,0,No,No,DSL,No,No,Yes,No
2016-04-01,Two year,No,Credit card (automatic),40.4,1842.7,0,Yes,No,DSL,Yes,No,Yes,Yes
2019-07-01,Month-to-month,Yes,Electronic check,75.4,533.05,1,Yes,No,Fiber optic,No,No,No,No
2017-11-01,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,0,No,No,Fiber optic,No,No,No,No
2016-12-01,Month-to-month,Yes,Electronic check,103.65,3988.5,0,No,No,Fiber optic,No,No,Yes,Yes
2017-07-01,Month-to-month,No,Electronic check,87.6,2724.25,0,No,No,Fiber optic,Yes,No,Yes,Yes
2014-12-01,Two year,Yes,Credit card (automatic),43.6,2748.7,0,No,No,DSL,No,Yes,Yes,No
2017-12-01,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,1,No,No,Fiber optic,Yes,No,No,No
2020-01-01,Month-to-month,No,Electronic check,35.0,35.0,0,Yes,No,DSL,No,No,No,No
2015-09-01,Month-to-month,No,Electronic check,90.8,4921.2,0,No,No,Fiber optic,Yes,Yes,Yes,No
2019-04-01,Month-to-month,No,Electronic check,20.0,185.4,0,No,No,,,,,
2018-09-01,Month-to-month,Yes,Electronic check,86.3,1180.95,0,No,No,Fiber optic,No,Yes,No,No
2016-07-01,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,0,Yes,Yes,Fiber optic,No,No,Yes,No
2019-04-01,Month-to-month,Yes,Electronic check,83.85,790.15,1,No,No,Fiber optic,No,No,No,No
2016-12-01,One year,No,Credit card (automatic),95.0,3591.25,1,Yes,No,Fiber optic,Yes,Yes,No,No
2019-11-01,Month-to-month,Yes,Mailed check,44.65,44.65,0,No,No,DSL,No,Yes,No,Yes
2016-01-01,Two year,No,Bank transfer (automatic),67.4,3306.85,0,No,No,DSL,Yes,Yes,Yes,Yes
2014-04-01,Two year,No,Bank transfer (automatic),79.6,5589.45,0,No,No,DSL,Yes,No,Yes,Yes
2019-03-01,Month-to-month,Yes,Electronic check,20.45,250.8,0,Yes,Yes,,,,,
2014-08-01,One year,Yes,Bank transfer (automatic),88.9,6000.1,0,No,No,Fiber optic,No,Yes,No,No
2019-04-01,One year,No,Mailed check,40.25,411.45,0,No,Yes,DSL,Yes,Yes,No,Yes
2014-02-01,Two year,No,Credit card (automatic),26.45,1914.5,0,Yes,No,,,,,
2014-02-01,Two year,No,Bank transfer (automatic),20.7,1492.1,0,Yes,No,,,,,
2020-01-01,Month-to-month,No,Electronic check,18.85,18.85,0,No,No,,,,,
2015-11-01,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,1,No,No,Fiber optic,No,Yes,Yes,No
2018-11-01,Month-to-month,Yes,Electronic check,100.15,1415.0,0,No,No,Fiber optic,No,Yes,No,No
2019-11-01,Month-to-month,No,Credit card (automatic),44.7,44.7,0,Yes,No,DSL,No,No,No,No
2016-10-01,Month-to-month,Yes,Mailed check,61.9,2647.1,0,No,No,DSL,Yes,Yes,No,Yes
2017-03-01,Two year,No,Bank transfer (automatic),25.45,809.25,0,Yes,Yes,,,,,
2016-06-01,One year,Yes,Electronic check,54.3,2317.1,0,Yes,Yes,DSL,No,No,Yes,Yes
2014-05-01,Two year,Yes,Credit card (automatic),110.05,7430.75,0,No,No,Fiber optic,Yes,Yes,Yes,No
2016-07-01,One year,Yes,Credit card (automatic),60.4,2640.55,0,Yes,Yes,DSL,Yes,No,Yes,Yes
2014-05-01,Two year,No,Bank transfer (automatic),60.25,4055.5,0,Yes,No,DSL,Yes,No,Yes,Yes
2017-03-01,One year,Yes,Mailed check,73.9,2405.05,0,Yes,Yes,DSL,No,No,Yes,Yes
2014-02-01,Two year,No,Bank transfer (automatic),88.05,6520.8,0,Yes,No,DSL,Yes,Yes,Yes,Yes
2019-07-01,Month-to-month,Yes,Mailed check,74.4,306.6,1,Yes,No,Fiber optic,No,No,No,No
2018-06-01,Month-to-month,Yes,Electronic check,84.35,1745.2,1,No,No,Fiber optic,No,No,No,No
2019-09-01,Month-to-month,No,Bank transfer (automatic),20.65,93.55,0,No,No,,,,,
2014-08-01,Two year,Yes,Bank transfer (automatic),61.35,4193.4,0,No,No,DSL,Yes,No,Yes,Yes
2017-08-01,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,0,Yes,Yes,DSL,Yes,No,No,Yes
2016-11-01,One year,No,Bank transfer (automatic),41.15,1700.9,0,No,No,DSL,Yes,Yes,No,Yes
2019-11-01,Two year,Yes,Mailed check,26.4,121.25,0,No,Yes,,,,,
2020-01-01,Month-to-month,No,Mailed check,21.1,21.1,0,No,No,,,,,
2019-09-01,Month-to-month,Yes,Electronic check,71.15,71.15,1,No,No,Fiber optic,No,No,No,No
2019-08-01,Month-to-month,No,Electronic check,59.45,357.6,0,No,No,DSL,No,Yes,No,No
2019-07-01,Month-to-month,No,Mailed check,29.8,201.95,0,No,Yes,DSL,Yes,No,No,No
2019-04-01,Month-to-month,Yes,Electronic check,84.4,556.35,0,No,No,Fiber optic,No,Yes,No,No
2020-01-01,Month-to-month,No,Credit card (automatic),19.4,19.4,0,No,No,,,,,
2016-08-01,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,0,No,No,Fiber optic,No,No,Yes,Yes
2015-03-01,One year,No,Bank transfer (automatic),68.7,4070.95,0,No,No,DSL,Yes,No,No,Yes
2019-09-01,Month-to-month,Yes,Electronic check,79.15,79.15,0,No,No,Fiber optic,No,Yes,No,No
2019-07-01,Month-to-month,Yes,Electronic check,85.65,338.9,0,No,No,Fiber optic,No,No,No,No
2015-11-01,Two year,No,Credit card (automatic),19.6,967.9,1,No,No,,,,,
2015-01-01,Two year,No,Electronic check,89.65,5308.7,0,No,No,DSL,Yes,Yes,Yes,Yes
2014-08-01,Two year,No,Bank transfer (automatic),91.7,6075.9,0,Yes,No,DSL,Yes,Yes,Yes,Yes
